Per 100 inhabitants, 59, 82, 86, 90, 91, 91, 94, 94

New Zealand, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 3530, 4620, 4700, 4710, 4820, 4922, 4766, 5100

Per 100 inhabitants, 85, 108, 109, 108, 109, 110, 106, 112

Nicaragua, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1119, 3108, 3345, 3962, 4824, 5852, 6809, 7068

Per 100 inhabitants, 21, 55, 58, 68, 82, 98, 112, 115

Niger, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 324, 1898, 2599, 3669, 4743, 5396, 7006, 8236

Per 100 inhabitants, 2, 13, 17, 23, 29, 31, 39, 44

Nigeria, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 18587, 62988, 74518, 87298, 95167, 112778, 127246, 138960

Per 100 inhabitants, 13, 42, 48, 55, 58, 67, 73, 78

Norway, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 4754, 5211, 5355, 5599, 5725, 5798, 5863, 5933

Per 100 inhabitants, 103, 109, 111, 114, 116, 116, 116, 117

Oman, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1333, 3219, 3971, 4606, 4809, 5278, 5617, 6194

Per 100 inhabitants, 53, 124, 149, 164, 159, 159, 155, 158

Other non-specified areas, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 22171, 25413, 26959, 27840, 28865, 29455, 29710, 30358

Per 100 inhabitants, 98, 110, 116, 120, 124, 126, 127, 130

Pakistan, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 12771, 88020, 94342, 99186, 108895, 120151, 127737, 135762

Per 100 inhabitants, 8, 53, 55, 57, 62, 67, 70, 73

Palau, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 6, 12, 13, 15, 15, 17, 18, 19

Per 100 inhabitants, 30, 58, 63, 71, 75, 83, 86, 91

Panama, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1749, 3915, 6067, 6646, 6735, 6214, 6298, 6205

Per 100 inhabitants, 52, 110, 168, 181, 180, 163, 163, 158

Papua New Guinea, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 75, 874, 1418, 1909, 2400, 2709, 3000, 3359

Per 100 inhabitants, 1, 13, 21, 28, 34, 38, 41, 45

Paraguay, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1887, 5791, 5619, 5921, 6529, 6794, 7053, 7305

Per 100 inhabitants, 32, 93, 89, 92, 99, 102, 104, 106

Peru, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 5583, 20952, 24700, 29115, 32461, 29388, 29793, 31666

Per 100 inhabitants, 20, 73, 85, 100, 110, 98, 98, 103

Philippines, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 34779, 68117, 75587, 83150, 94190, 101978, 102824, 111326

Per 100 inhabitants, 41, 75, 82, 89, 99, 105, 105, 111

Poland, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 29166, 43926, 44807, 46952, 50160, 54086, 56973, 59796

Per 100 inhabitants, 76, 115, 117, 123, 131, 142, 149, 156

Portugal, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 11447, 14049, 11795, 12210, 12335, 11918, 11991, 11862

Per 100 inhabitants, 109, 133, 111, 115, 116, 112, 113, 112

Puerto Rico, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1993, 2544, 2712, 2934, 3108, 3050, 3085, 3209

Per 100 inhabitants, 53, 68, 73, 79, 84, 83, 84, 87

Qatar, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 717, 1429, 1949, 2186, 2302, 2601, 3310, 3306

Per 100 inhabitants, 87, 105, 125, 125, 120, 127, 153, 146

Republic of Korea, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 38342, 45607, 47944, 50767, 52507, 53624, 54681, 57208

Per 100 inhabitants, 82, 95, 100, 105, 108, 109, 111, 116

Republic of Moldova, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1090, 2423, 2136, 2551, 3217, 3584, 3697, 3738

Per 100 inhabitants, 29, 67, 59, 71, 91, 102, 106, 108

Romania, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 13354, 24470, 25100, 24360, 23420, 22840, 22910, 22920

Per 100 inhabitants, 60, 111, 115, 111, 107, 105, 106, 106

Russian Federation, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 120000, 199522, 230050, 237689, 203752, 208065, 218300, 221030

Per 100 inhabitants, 83, 139, 160, 166, 142, 145, 153, 155

Rwanda, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 223, 1323, 2429, 3549, 4446, 5691, 6689, 7747

Per 100 inhabitants, 2, 13, 23, 33, 40, 50, 57, 64

Saint Kitts and Nevis, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 51, 75, 76, 80, 77, 76, 77, 77

Per 100 inhabitants, 104, 146, 146, 153, 145, 142, 142, 140

Saint Lucia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 106, 175, 190, 198, 217, 216, 212, 188

Per 100 inhabitants, 64, 101, 108, 112, 121, 119, 116, 103

Saint Vincent-Grenadines, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 71, 130, 121, 132, 132, 127, 125, 115

Per 100 inhabitants, 65, 119, 111, 121, 121, 116, 115, 105

Samoa, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 24, 0, 0, 90, 0, 100, 100, 107

Per 100 inhabitants, 13, 0, 0, 48, 0, 53, 52, 56

San Marino, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 17, 24, 30, 31, 35, 36, 37, 38

Per 100 inhabitants, 58, 80, 98, 99, 114, 115, 117, 119

Sao Tome and Principe, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 12, 51, 81, 103, 115, 122, 125, 129

Per 100 inhabitants, 8, 30, 47, 58, 63, 65, 65, 65

Saudi Arabia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 14164, 36000, 44864, 51564, 54000, 53000, 53104, 52736

Per 100 inhabitants, 57, 137, 167, 189, 195, 187, 184, 180

Senegal, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1730, 5389, 6901, 8344, 9353, 11471, 13134, 14380

Per 100 inhabitants, 15, 44, 55, 64, 70, 84, 93, 99

Serbia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 5511, 9619, 9912, 9915, 10182, 9138, 9199, 9345

Per 100 inhabitants, 67, 120, 124, 125, 130, 118, 119, 122

Seychelles, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 59, 93, 111, 118, 127, 136, 137, 151

Per 100 inhabitants, 68, 104, 122, 129, 138, 148, 147, 162

Sierra Leone, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 0, 1009, 1160, 2000, 2137, 2210, 4000, 4757

Per 100 inhabitants, 0, 18, 21, 35, 36, 37, 66, 77

Singapore, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 4385, 6415, 6885, 7385, 7794, 8068, 8438, 8724

Per 100 inhabitants, 98, 132, 139, 145, 150, 152, 156, 158

Slovakia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 4540, 5520, 5498, 5925, 5983, 6094, 6208, 6378

Per 100 inhabitants, 84, 102, 101, 109, 110, 112, 114, 117

Slovenia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1759, 2055, 2100, 2122, 2169, 2241, 2284, 2326

Per 100 inhabitants, 88, 101, 103, 103, 105, 108, 110, 112

Solomon Islands, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 6, 30, 50, 116, 275, 302, 323, 377

Per 100 inhabitants, 1, 6, 10, 22, 51, 55, 58, 66

Somalia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 500, 627, 641, 648, 1800, 2300, 5183, 5500

Per 100 inhabitants, 6, 7, 7, 7, 18, 23, 49, 51

South Africa, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 33960, 45000, 46436, 50372, 64000, 68394, 76865, 79540

Per 100 inhabitants, 70, 90, 91, 98, 123, 131, 146, 150

South Sudan, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 0, 0, 0, 1500, 1800, 2300, 2853, 2876

Per 100 inhabitants, 0, 0, 0, 14, 17, 21, 25, 25

Spain, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 42694, 49623, 51053, 51389, 52591, 50665, 50159, 50761

Per 100 inhabitants, 98, 110, 112, 111, 113, 108, 107, 108

Sri Lanka, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 3362, 11082, 16305, 17359, 18319, 19333, 20315, 22123

Per 100 inhabitants, 17, 54, 79, 84, 88, 92, 96, 103

State of Palestine, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 568, 1314, 1800, 2604, 2885, 3135, 3190, 3198

Per 100 inhabitants, 16, 34, 46, 65, 70, 74, 74, 72

Sudan, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1828, 11991, 1534C, 18093, 25056, 27659, 27658, 27797

Per 100 inhabitants, 5, 29, 36, 42, 69, 74, 73, 72

Suriname, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 233, 657, 764, 521, 534, 569, 869, 928

Per 100 inhabitants, 128, 128, 147, 99, 101, 106, 161, 171

Swaziland, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 200, 532, 664, 726, 767, 805, 893, 917

Per 100 inhabitants, 18, 46, 57, 61, 63, 65, 71, 72

Sweden, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 9104, 10014, 10440, 10992, 11454, 11848, 12014, 12312

Per 100 inhabitants, 101, 108, 112, 117, 121, 125, 126, 128

Switzerland, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 6834, 8897, 9323, 9644, 10083, 10561, 11049, 11465

Per 100 inhabitants, 92, 116, 120, 123, 127, 132, 137, 141

Syrian Arab Republic, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 2950, 7056, 10022, 11696, 12917, 12980, 12291, 15599

Per 100 inhabitants, 16, 35, 48, 54, 59, 59, 56, 71

Tajikistan, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 265, 3674, 4900, 5941, 6324, 6528, 7537, 7999

Per 100 inhabitants, 4, 50, 66, 78, 81, 82, 92, 95

Thailand, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 30460, 61837, 65952, 71726, 77449, 85012, 93849, 97096

Per 100 inhabitants, 46, 93, 100, 108, 116, 127, 140, 144

TFYR of Macedonia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1131, 1968, 1943, 2153, 2213, 2235, 2237, 2300

Per 100 inhabitants, 54, 94, 93, 102, 105, 106, 106, 109

Timor-Leste, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 33, 125, 351, 473, 614, 621, 650, 677

Per 100 inhabitants, 3, 12, 33, 44, 56, 56, 57, 59

Togo, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 434, 1550, 2187, 2602, 2695, 3312, 4263, 4823

Per 100 inhabitants, 8, 26, 36, 41, 42, 50, 63, 69

Tonga, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 30, 50, 53, 54, 55, 56, 58, 68

Per 100 inhabitants, 30, 49, 51, 52, 53, 53, 55, 64

Trinidad and Tobago, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 924, 1806, 1846, 1894, 1826, 1884, 1944, 1981

Per 100 inhabitants, 71, 137, 140, 143, 137, 141, 145, 147

Tunisia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 5681, 8602, 9797, 11114, 12388, 12844, 12712, 14284

Per 100 inhabitants, 57, 83, 93, 105, 115, 118, 116, 128

Turkey, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 43609, 65824, 62780, 61770, 65322, 67681, 69661, 71888

Per 100 inhabitants, 64, 94, 88, 86, 89, 91, 93, 95

Turkmenistan, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 105, 1135, 2133, 3198, 5300, 5900, 6125, 7206

Per 100 inhabitants, 2, 23, 43, 63, 104, 114, 117, 136

Tuvalu, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1, 0, 1, 2, 2, 3, 3, 4

Per 100 inhabitants, 13, 0, 10, 16, 22, 28, 34, 38

Uganda, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1315, 8555, 9384, 12828, 16697, 16356, 18069, 20366

Per 100 inhabitants, 5, 27, 29, 38, 48, 45, 48, 52

Ukraine, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 30014, 55681, 54943, 53929, 55576, 59344, 62459, 61170

Per 100 inhabitants, 64, 120, 119, 117, 121, 130, 138, 144

United Arab Emirates, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 4534, 9358, 10672, 10926, 11727, 13775, 16064, 16819

Per 100 inhabitants, 109, 138, 138, 129, 131, 150, 172, 178

United Kingdom, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 65472, 74941, 76481, 76730, 77162, 78329, 78674, 78461

Per 100 inhabitants, 109, 122, 124, 124, 124, 125, 125, 124

United Rep. of Tanzania, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 2964, 13007, 17469, 20984, 25666, 27219, 27443, 31863

Per 100 inhabitants, 8, 31, 40, 47, 55, 57, 56, 63

United States, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 203700, 261300, 274283, 285118, 297404, 304838, 310698, 317444

Per 100 inhabitants, 68, 85, 89, 91, 94, 96, 97, 98

United States Virgin Is., 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 80, 0, 0, 0, 0, 0, 0, 

Per 100 inhabitants, 75, 0, 0, 0, 0, 0, 0, 

Uruguay, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 1155, 3508, 4112, 4437, 4757, 4995, 5268, 5497

Per 100 inhabitants, 35, 105, 122, 132, 141, 147, 155, 161

Uzbekistan, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 720, 12375, 16418, 20952, 25442, 20274, 21500, 21639

Per 100 inhabitants, 3, 46, 60, 75, 90, 71, 74, 74

Vanuatu, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 13, 36, 132, 170, 137, 146, 127, 156

Per 100 inhabitants, 6, 16, 57, 72, 57, 59, 50, 60

Venezuela (Boliv. Rep. of), 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 12496, 27414, 28124, 27880, 28782, 30569, 30896, 30528

Per 100 inhabitants, 47, 97, 98, 96, 98, 102, 102, 99

Viet Nam, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 9593, 74872, 98224, 111570, 127318, 131674, 123736, 136148

Per 100 inhabitants, 11, 86, 111, 125, 142, 145, 135, 147

Yemen, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 2278, 6445, 8313, 11085, 11668, 13900, 16845, 17100

Per 100 inhabitants, 11, 30, 37, 49, 50, 58, 69, 68

Zambia, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 950, 3539, 4407, 5447, 8165, 10525, 10396, 10115

Per 100 inhabitants, 8, 28, 34, 41, 60, 75, 72, 67

Zimbabwe, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 647, 1655, 3991, 7700, 9200, 12614, 13633, 11799

Per 100 inhabitants, 5, 13, 31, 59, 69, 92, 96, 81
